business_age,sector_experience,total_experience,start_date,source
2.855578370978782,23.74835189466913,37.53045139837563,2022-02-22,ZASCA
3.383983572895277,3.1974942398109496,9.162360256680373,2021-08-13,ZASCA
5.519507186858316,5.802817776368161,4.729947301015056,2019-06-25,ZASCA
4.862422997946612,0.0,8.253244395744678,2020-02-20,ZASCA
6.830937713894593,6.015892633624439,6.586947687082429,2018-03-03,ZASCA
6.4284736481861735,3.454362390011023,7.139191090416085,2018-07-28,ZASCA
9.27583846680356,0.0,16.50500275467839,2015-09-22,ZASCA
4.271047227926078,12.282430452553971,28.286544914385875,2020-09-23,ZASCA
5.494866529774128,0.06144521352472898,1.7145703155680185,2019-07-04,ZASCA
33.13347022587269,11.537236882050774,20.790161551920566,1991-11-13,ZASCA
3.4743326488706368,4.276407697763885,5.634659298831681,2021-07-11,ZASCA
6.767967145790554,9.551706794495207,33.158363917338946,2018-03-26,ZASCA
6.201232032854209,1.3396899029943183,0.9592400804001477,2018-10-19,ZASCA
7.605749486652978,6.204076158178934,21.649933244924444,2017-05-24,ZASCA
7.468856947296373,5.423544545940741,7.520943198210021,2017-07-13,ZASCA
19.567419575633128,0.0,8.219738047623613,2005-06-07,ZASCA
10.872005475701574,1.4672853699416089,0.2777289996863397,2014-02-16,ZASCA
7.162217659137577,1.964524976813415,0.0,2017-11-02,ZASCA
15.101984941820671,17.513536368378936,21.559380552936965,2009-11-24,ZASCA
11.704312114989733,21.99379535311316,24.59350913851507,2013-04-18,ZASCA
14.855578370978781,3.2752114252627385,11.193797099406236,2010-02-22,ZASCA
2.308008213552361,14.170469298299766,22.302652319523524,2022-09-10,ZASCA
3.923340177960301,0.0,10.85269814342708,2021-01-28,ZASCA
13.516769336071183,6.8001874245160625,16.63324369495144,2011-06-26,ZASCA
33.275838466803556,5.407615540548469,19.260202650217103,1991-09-22,ZASCA
5.23750855578371,1.148126204797419,3.1869931278467036,2019-10-06,ZASCA
7.6331279945242985,8.033479606566129,3.7280001485066436,2017-05-14,ZASCA
6.581793292265571,2.376474763142511,3.529250113368036,2018-06-02,ZASCA
3.490759753593429,4.9655466542926545,15.372310967695789,2021-07-05,ZASCA
4.2792607802874745,7.7220430708278665,38.23752943881976,2020-09-20,ZASCA
2.028747433264887,16.37488918743744,0.0,2022-12-21,ZASCA
4.594113620807666,6.324060003055643,17.158279309465186,2020-05-28,ZASCA
14.64476386036961,29.302825553879252,30.15199769709252,2010-05-10,ZASCA
5.138945927446954,16.413806740280513,13.391230015755468,2019-11-11,ZASCA
5.963039014373717,23.53136451702673,25.729737854584428,2019-01-14,ZASCA
4.2354551676933605,9.43331051847715,2.45961354257672,2020-10-06,ZASCA
2.5763175906913074,4.985129231087411,2.817666741476682,2022-06-04,ZASCA
3.29637234770705,0.0,6.9265762120962115,2021-09-14,ZASCA
13.735797399041752,0.0,2.0534744165274725,2011-04-07,ZASCA
9.453798767967145,1.1200612609217413,23.031087241882176,2015-07-19,ZASCA
2.0506502395619437,16.68691739152713,16.199717815909068,2022-12-13,ZASCA
4.851471594798084,1.903926819689052,11.776011166040355,2020-02-24,ZASCA
6.365503080082136,6.9103885471905215,26.548845895239772,2018-08-20,ZASCA
7.8904859685147155,2.487586020265895,2.4807437932391383,2017-02-09,ZASCA
6.187542778918549,1.848421478534827,4.20696714038883,2018-10-24,ZASCA
5.5249828884325805,10.9921427728942,20.091903236384844,2019-06-23,ZASCA
2.138261464750171,0.8707653364698236,0.0,2022-11-11,ZASCA
3.143052703627652,13.125466166724319,13.662856098929936,2021-11-09,ZASCA
2.784394250513347,0.7639361224565748,5.814650064852733,2022-03-20,ZASCA
20.407939767282684,6.095548322833026,7.222404281613736,2004-08-04,ZASCA
7.236139630390143,9.002610007083542,9.538653676847908,2017-10-06,ZASCA
25.251197809719372,0.0,0.9144732797432251,1999-10-01,ZASCA
2.190280629705681,0.0,8.14145712188555,2022-10-23,ZASCA
3.2005475701574264,5.224025859720192,28.547982241633882,2021-10-19,ZASCA
2.532511978097194,0.7263273299969399,29.754748244416852,2022-06-20,ZASCA
2.6940451745379876,3.8767223533809423,3.365480706707581,2022-04-22,ZASCA
11.468856947296372,21.705600322521608,22.494316201958416,2013-07-13,ZASCA
21.462012320328544,22.455001240382444,7.629631140454721,2003-07-16,ZASCA
4.991101984941821,3.308912288961329,12.501572098220436,2020-01-04,ZASCA
11.827515400410677,16.497563028591145,24.25183547357474,2013-03-04,ZASCA
4.5338809034907595,31.937114490683683,29.3307818390121,2020-06-19,ZASCA
13.382614647501711,7.744376884254378,21.919186180493156,2011-08-14,ZASCA
15.123887748117728,15.270452800927867,12.06291273848651,2009-11-16,ZASCA
6.940451745379876,4.273626605982752,2.9026248817965943,2018-01-22,ZASCA
3.455167693360712,4.74298395735216,8.215893752430238,2021-07-18,ZASCA
19.460643394934976,18.070240980194324,17.560524175905368,2005-07-16,ZASCA
21.872689938398356,28.798711260433183,31.229425811475117,2003-02-16,ZASCA
24.227241615331966,28.17610681001993,9.063055338921206,2000-10-09,ZASCA
4.41615331964408,1.0847361654460415,17.816190142552756,2020-08-01,ZASCA
17.637234770704996,14.016614288542458,18.685714315955458,2007-05-13,ZASCA
3.0663928815879533,3.6889502006728887,19.11709628980404,2021-12-07,ZASCA
5.722108145106092,32.25705425699769,34.80214824674242,2019-04-12,ZASCA
7.019849418206708,0.0,8.752545180444976,2017-12-24,ZASCA
3.980835044490075,2.959425463529515,4.3216204344243145,2021-01-07,ZASCA
3.247091033538672,3.9342478288323344,7.031297804684234,2021-10-02,ZASCA
